age,reels_watch_time_hours,daily_screen_time_hours,sleep_hours,attention_span_score,focus_level,task_completion_rate,stress_level,platform
22,2.16,5.74,6.76,9.45,9.1,48.7,Medium,Instagram Reels
40,5.16,9.47,6.51,8.22,1.22,56.09,High,Instagram Reels
44,4.67,10.08,8.02,9.41,5.0,71.83,Medium,Instagram Reels
43,2.13,7.52,5.33,8.39,5.51,56.49,Low,YouTube Shorts
24,2.85,2.02,4.85,1.42,8.51,75.31,Low,Instagram Reels
31,1.52,8.36,7.77,2.06,7.76,40.85,Low,TikTok
16,1.11,9.49,6.08,8.96,8.17,98.39,Medium,TikTok
20,4.48,4.49,8.57,1.25,8.81,83.8,Low,YouTube Shorts
40,1.97,6.65,7.22,8.15,5.28,70.23,High,TikTok
19,5.01,11.66,6.82,8.65,8.02,95.25,High,TikTok
42,5.98,4.98,4.35,4.74,1.61,92.19,Medium,Instagram Reels
44,0.92,4.23,7.65,4.19,5.0,61.99,Medium,YouTube Shorts
23,3.1,4.11,7.43,2.75,1.27,46.97,High,Instagram Reels
19,4.91,7.59,7.2,1.44,9.24,55.13,Medium,TikTok
32,4.84,11.5,5.34,7.71,9.63,52.52,High,TikTok
40,4.68,8.09,8.73,1.66,1.76,85.0,High,TikTok
34,2.42,5.03,5.61,9.5,5.79,72.89,Medium,YouTube Shorts
23,3.0,8.39,4.76,3.67,3.93,91.01,Medium,TikTok
31,3.77,8.25,8.94,8.15,4.08,69.38,Medium,TikTok
41,5.86,7.97,7.73,1.54,5.06,86.19,High,YouTube Shorts
31,2.3,3.59,6.07,5.83,2.13,59.41,Medium,Instagram Reels
26,5.58,8.35,8.68,4.14,2.63,76.13,Medium,YouTube Shorts
21,1.98,6.3,4.46,1.27,6.2,78.36,High,YouTube Shorts
41,5.94,2.19,4.44,6.9,1.17,85.56,Medium,Instagram Reels
17,4.19,7.4,7.41,9.49,6.4,87.97,Low,YouTube Shorts
24,3.05,11.89,4.89,1.1,3.87,56.59,Low,Instagram Reels
16,3.87,5.5,8.59,3.43,8.49,63.1,Medium,TikTok
39,2.0,11.66,8.2,7.33,6.4,52.43,High,YouTube Shorts
17,2.01,2.96,5.53,8.84,7.37,84.87,High,Instagram Reels
30,1.12,9.32,8.44,2.72,2.03,56.24,Medium,YouTube Shorts
16,1.13,3.14,4.21,1.64,3.39,63.46,Medium,Instagram Reels
42,2.41,4.74,6.74,1.08,9.97,88.18,High,Instagram Reels
38,4.7,7.71,8.68,2.94,4.9,60.39,High,Instagram Reels
24,3.84,7.93,8.28,1.64,4.23,57.49,High,TikTok
20,1.06,9.75,5.78,4.23,8.86,79.07,Medium,YouTube Shorts
36,5.19,8.15,4.91,4.96,1.3,98.52,High,Instagram Reels
40,3.81,7.94,5.05,5.32,5.81,43.76,Medium,TikTok
25,5.78,11.12,6.57,2.28,2.89,90.09,Low,TikTok
37,4.19,6.52,6.98,5.18,4.31,47.3,Low,Instagram Reels
21,1.46,4.25,4.16,1.08,2.8,60.69,Medium,TikTok
41,3.11,3.62,6.07,3.15,1.34,65.0,Medium,YouTube Shorts
43,4.07,6.0,8.15,4.32,4.75,83.12,Medium,YouTube Shorts
29,0.66,9.13,6.22,2.07,8.1,95.59,Medium,YouTube Shorts
20,0.58,2.43,4.85,8.33,9.57,46.12,High,Instagram Reels
34,1.21,3.29,8.77,2.81,6.61,84.69,Low,Instagram Reels
41,1.88,3.06,5.33,7.79,4.5,59.34,Medium,Instagram Reels
23,2.86,7.85,7.99,5.27,7.93,94.11,Medium,YouTube Shorts
36,3.18,4.43,4.97,5.32,5.55,56.69,Medium,YouTube Shorts
34,1.26,3.66,6.12,6.81,4.31,81.63,Medium,TikTok
26,4.2,7.93,6.45,1.4,2.61,49.89,Medium,Instagram Reels
33,3.78,9.61,6.5,1.71,8.17,97.48,High,Instagram Reels
34,2.12,5.32,6.58,3.94,5.5,40.26,Medium,TikTok
17,0.58,7.78,5.12,4.75,9.67,53.97,Medium,TikTok
29,0.93,2.98,6.58,4.87,8.22,80.56,Medium,Instagram Reels
16,2.65,11.35,6.41,7.09,4.78,91.21,Medium,YouTube Shorts
44,1.35,5.37,5.04,1.01,7.67,99.61,Medium,YouTube Shorts
35,2.57,11.98,8.94,9.63,5.08,50.4,Medium,Instagram Reels
16,3.96,11.79,8.33,2.57,1.72,58.43,Medium,YouTube Shorts
36,3.51,9.79,8.44,3.24,5.65,93.51,Low,Instagram Reels
17,1.77,2.2,7.43,9.15,8.79,41.95,Low,Instagram Reels
20,2.39,7.43,4.8,1.05,8.7,84.0,Medium,YouTube Shorts
29,3.88,2.87,6.84,9.92,6.17,65.38,Low,YouTube Shorts
41,5.23,10.95,8.11,1.32,4.42,81.33,Medium,Instagram Reels
24,4.64,9.9,4.19,2.08,1.09,71.49,Medium,Instagram Reels
23,3.54,11.72,6.48,3.16,3.8,77.63,High,Instagram Reels
15,2.49,8.08,5.98,4.95,9.91,80.0,High,Instagram Reels
30,2.51,7.22,5.06,5.67,7.54,77.87,Medium,TikTok
20,5.34,7.19,5.89,1.94,7.46,79.87,Medium,TikTok
23,0.72,5.86,8.92,1.66,7.85,74.1,High,Instagram Reels
41,5.93,6.69,7.62,1.29,6.58,82.83,Medium,Instagram Reels
18,4.15,8.35,5.5,3.31,6.27,86.56,High,YouTube Shorts
41,4.25,11.33,7.03,9.29,5.08,87.28,Medium,Instagram Reels
42,0.71,7.96,5.23,4.51,5.0,91.21,High,Instagram Reels
16,3.83,10.57,7.05,7.88,8.84,58.98,Low,YouTube Shorts
43,3.17,10.63,8.48,2.71,4.54,84.75,High,YouTube Shorts
18,1.08,7.19,6.78,1.58,8.56,96.8,Medium,Instagram Reels
15,2.03,5.47,7.67,5.99,8.54,62.05,Low,YouTube Shorts
33,5.4,8.4,6.27,8.4,7.94,86.66,Medium,TikTok
40,3.52,6.46,6.62,9.09,1.34,57.49,High,TikTok
39,2.77,2.81,7.48,5.92,2.33,50.53,Medium,TikTok
24,0.9,5.78,8.06,3.65,3.83,66.79,Low,TikTok
35,4.43,11.94,7.3,1.99,8.63,88.39,Low,TikTok
29,4.37,2.49,8.89,7.01,8.86,58.43,High,TikTok
41,3.88,8.97,8.1,3.52,1.37,57.7,Medium,TikTok
36,3.31,10.41,7.89,8.6,3.92,56.66,Low,YouTube Shorts
33,2.89,8.49,8.23,6.45,8.65,53.09,Medium,YouTube Shorts
30,3.76,7.7,5.41,8.73,3.25,76.67,High,YouTube Shorts
35,1.78,9.08,6.16,6.1,9.78,54.6,Low,YouTube Shorts
41,5.68,6.29,6.82,7.95,5.4,96.09,Low,YouTube Shorts
38,3.74,2.91,6.31,3.65,9.44,60.76,High,TikTok
36,2.21,11.62,8.24,5.53,4.86,72.54,Low,Instagram Reels
18,2.97,6.32,4.14,1.17,3.91,64.55,Low,Instagram Reels
16,4.93,8.65,5.05,6.47,4.26,97.76,Low,YouTube Shorts
44,1.39,7.31,8.41,5.8,8.96,65.44,High,Instagram Reels
39,2.11,2.55,4.3,7.8,3.98,73.82,Low,Instagram Reels
27,4.24,11.53,5.13,7.56,7.02,85.81,Medium,TikTok
42,2.24,9.93,5.76,6.65,5.23,50.28,Low,TikTok
15,4.86,3.49,7.75,1.51,9.48,41.96,Low,Instagram Reels
31,1.22,11.82,6.8,9.13,2.43,67.3,Low,TikTok
27,4.69,9.37,8.77,1.16,4.86,73.04,High,TikTok
18,0.88,6.72,5.14,8.23,2.12,57.22,Medium,Instagram Reels
21,0.57,8.11,8.36,5.31,6.2,67.75,High,TikTok
31,5.44,3.07,5.41,8.36,4.63,76.91,High,YouTube Shorts
23,3.7,7.6,5.23,5.19,1.55,98.4,Low,YouTube Shorts
18,2.44,2.74,6.49,6.82,8.65,76.11,High,Instagram Reels
33,1.78,7.45,4.36,4.27,4.38,66.93,Low,Instagram Reels
15,3.89,7.53,5.92,7.69,5.44,41.35,Medium,YouTube Shorts
24,3.3,10.74,5.78,3.29,4.67,58.63,Medium,TikTok
18,5.95,9.25,4.8,7.47,5.4,61.51,Medium,Instagram Reels
23,5.91,4.5,8.3,2.74,1.15,68.62,Low,TikTok
27,3.99,10.88,5.93,7.5,8.34,86.93,High,TikTok
28,2.94,7.73,8.91,3.64,3.99,86.55,Medium,Instagram Reels
24,3.2,8.06,8.5,3.51,7.52,90.72,High,YouTube Shorts
20,4.25,3.69,4.97,8.3,1.58,57.4,Medium,YouTube Shorts
30,1.06,10.58,6.53,8.32,5.71,60.79,Low,YouTube Shorts
20,2.31,11.31,7.01,7.22,9.18,49.01,Low,YouTube Shorts
31,0.91,9.75,8.09,9.32,4.58,91.44,Low,YouTube Shorts
24,0.9,11.41,8.43,2.41,2.78,79.13,Medium,YouTube Shorts
32,1.58,5.02,7.12,3.42,1.89,44.65,High,TikTok
41,3.17,10.61,4.18,3.65,8.73,58.22,Low,YouTube Shorts
36,4.82,6.89,6.41,3.75,3.15,49.16,High,Instagram Reels
32,3.17,3.64,8.42,3.95,9.78,98.15,High,Instagram Reels
17,2.35,8.69,7.57,7.27,3.23,59.48,Medium,YouTube Shorts
34,0.95,8.84,8.35,3.44,5.33,69.79,High,YouTube Shorts
41,3.53,4.87,7.37,3.57,5.12,59.07,Low,Instagram Reels
35,1.99,2.27,4.22,6.13,1.56,68.46,Low,Instagram Reels
39,3.88,4.0,8.84,2.74,5.79,99.92,High,Instagram Reels
42,5.87,6.0,8.59,4.28,7.05,57.24,Low,YouTube Shorts
29,1.11,3.68,4.63,1.52,7.68,56.96,Medium,Instagram Reels
29,1.67,3.94,4.56,9.57,5.7,62.28,Low,YouTube Shorts
18,3.1,5.91,6.7,3.86,8.31,50.16,High,YouTube Shorts
43,5.83,11.62,7.79,8.65,7.77,84.34,High,YouTube Shorts
41,4.74,9.64,5.91,5.77,2.75,62.76,High,YouTube Shorts
23,5.44,5.2,4.68,3.05,4.61,74.85,High,Instagram Reels
41,2.34,11.52,6.55,2.74,2.28,79.68,Medium,TikTok
40,5.96,8.46,5.69,7.25,2.2,42.13,High,TikTok
33,1.07,6.55,5.76,9.68,7.41,78.64,Low,TikTok
38,0.79,6.68,7.22,2.65,5.77,71.97,Medium,Instagram Reels
42,5.21,6.11,8.43,2.04,6.41,44.97,Low,Instagram Reels
31,5.6,4.33,6.79,4.48,7.59,47.47,High,YouTube Shorts
25,1.0,5.87,7.44,4.54,3.5,66.45,Medium,TikTok
39,1.12,7.28,7.3,8.26,4.61,60.78,Medium,Instagram Reels
23,0.68,7.28,6.76,5.22,6.46,66.25,Low,YouTube Shorts
24,1.07,9.62,5.55,1.56,1.87,78.13,Low,YouTube Shorts
32,1.65,5.59,5.89,9.29,8.5,49.27,High,YouTube Shorts
34,5.84,9.17,5.58,4.36,4.09,79.75,Medium,YouTube Shorts
27,4.17,7.78,8.59,7.02,6.93,89.09,High,YouTube Shorts
22,4.78,11.62,8.13,7.01,9.96,40.18,Medium,YouTube Shorts
21,4.77,5.85,6.9,1.51,5.28,62.11,Low,Instagram Reels
31,3.44,11.01,8.56,1.03,2.94,56.51,High,YouTube Shorts
35,4.89,10.21,8.43,1.79,2.95,65.92,Medium,Instagram Reels
37,3.78,8.38,8.64,9.61,1.54,76.92,Low,Instagram Reels
29,2.23,8.55,5.11,8.15,7.9,51.25,Low,TikTok
34,3.59,2.85,7.59,2.19,3.64,48.05,High,TikTok
29,3.43,11.5,7.05,6.53,2.55,83.73,High,YouTube Shorts
15,5.03,3.07,7.67,6.51,7.42,81.15,Medium,YouTube Shorts
39,5.9,7.63,5.32,1.01,3.78,67.65,High,TikTok
28,2.76,5.3,7.47,4.86,6.4,70.08,Low,YouTube Shorts
19,4.7,6.3,6.05,7.41,4.76,56.19,High,Instagram Reels
25,1.05,8.1,8.17,2.68,4.01,59.75,High,Instagram Reels
30,4.77,11.09,7.98,8.66,5.4,59.2,Medium,YouTube Shorts
16,2.54,6.58,5.06,6.94,3.82,83.58,Medium,TikTok
22,0.72,11.88,4.92,1.06,8.84,73.34,Low,YouTube Shorts
25,2.5,7.93,7.59,8.69,1.66,83.77,Low,TikTok
43,3.86,3.61,6.75,1.17,1.27,75.44,High,Instagram Reels
32,1.16,3.9,6.79,8.99,4.66,72.74,Medium,TikTok
17,5.58,9.16,7.76,4.0,2.56,59.23,Medium,TikTok
44,0.93,2.5,8.27,7.29,7.69,63.73,Low,YouTube Shorts
40,5.62,6.8,5.19,8.09,4.18,93.24,Medium,TikTok
15,4.39,3.48,6.78,3.53,3.35,74.56,High,TikTok
25,2.31,6.33,8.14,4.21,4.23,71.47,Medium,Instagram Reels
30,2.65,9.5,8.36,5.59,2.98,43.19,Low,TikTok
32,4.57,6.59,5.44,6.24,3.7,80.25,Medium,YouTube Shorts
44,3.81,3.63,4.52,3.63,6.11,81.16,Medium,Instagram Reels
30,4.19,4.52,5.16,9.93,8.78,81.44,Low,TikTok
37,2.64,5.68,8.73,7.63,4.34,45.47,High,TikTok
24,3.18,2.7,6.31,3.47,3.89,58.03,High,Instagram Reels
32,5.94,7.84,6.09,6.76,8.04,62.27,Low,TikTok
20,1.68,8.08,4.07,4.92,1.2,89.59,Medium,Instagram Reels
33,2.8,2.62,4.26,8.74,3.72,98.84,Medium,Instagram Reels
18,2.11,6.02,7.34,3.96,5.07,64.88,Low,YouTube Shorts
41,4.71,6.14,6.95,2.69,6.41,73.26,High,TikTok
27,4.7,5.34,6.88,1.42,2.4,40.44,High,Instagram Reels
38,2.11,7.58,4.55,9.86,4.9,40.53,High,Instagram Reels
28,0.95,5.46,5.76,4.23,6.1,44.47,High,YouTube Shorts
17,0.56,6.16,8.06,2.98,5.59,83.17,High,YouTube Shorts
24,2.85,9.98,4.87,5.43,6.17,50.69,High,YouTube Shorts
20,2.76,3.62,8.41,3.62,6.96,85.47,High,Instagram Reels
15,5.94,8.19,4.61,3.1,4.41,65.91,Low,Instagram Reels
37,3.08,7.06,4.85,6.55,1.57,91.0,Medium,YouTube Shorts
38,1.91,5.05,6.39,1.67,1.5,92.22,High,YouTube Shorts
41,5.4,9.28,8.73,5.58,8.73,92.79,Medium,YouTube Shorts
28,3.2,7.51,5.65,4.49,7.1,72.61,Low,YouTube Shorts
22,3.8,6.77,7.29,5.79,7.88,87.31,Low,Instagram Reels
33,1.03,8.68,6.94,3.88,9.36,79.71,Medium,YouTube Shorts
28,2.61,10.02,4.75,6.13,7.75,51.2,Low,Instagram Reels
24,5.69,11.73,5.24,1.74,7.23,62.89,Low,YouTube Shorts
31,3.74,8.29,8.65,4.39,6.9,97.74,Low,TikTok
23,2.39,10.74,4.92,3.14,3.33,86.35,Medium,TikTok
43,3.94,2.01,7.48,4.94,9.62,55.78,High,Instagram Reels
20,5.51,7.3,8.82,4.59,5.88,56.86,Medium,YouTube Shorts
25,2.01,4.15,4.6,6.68,3.0,55.25,High,YouTube Shorts
39,3.28,2.94,6.0,6.66,2.89,59.73,Medium,YouTube Shorts
21,5.77,7.32,5.12,4.72,8.34,95.7,High,YouTube Shorts
31,1.45,9.47,5.11,2.63,3.25,66.01,Low,TikTok
42,4.46,6.12,4.59,6.24,1.37,61.86,Low,Instagram Reels
42,3.88,8.7,7.25,9.7,4.86,54.35,Medium,TikTok
15,4.24,6.9,7.73,2.67,8.36,93.54,High,TikTok
36,2.43,6.37,7.38,1.62,4.73,97.44,Low,YouTube Shorts
19,2.23,4.9,8.62,3.38,8.23,59.41,Low,Instagram Reels
23,4.26,5.83,4.73,4.72,8.44,77.0,Medium,Instagram Reels
32,1.69,5.5,5.6,3.76,8.72,97.51,Medium,TikTok
38,2.81,8.46,5.72,8.51,6.3,69.97,Low,TikTok
41,1.53,3.16,5.16,5.44,7.3,68.12,Medium,YouTube Shorts
35,0.55,2.93,4.71,3.22,3.36,71.66,Low,Instagram Reels
16,5.84,8.6,6.43,9.55,1.9,41.99,Low,TikTok
43,2.87,7.46,8.17,2.13,5.8,58.01,Low,TikTok
40,5.83,6.3,8.77,2.11,1.1,81.94,Medium,TikTok
25,1.27,3.52,4.65,3.21,5.19,98.0,Medium,YouTube Shorts
41,3.73,6.11,8.12,1.69,1.92,74.12,High,YouTube Shorts
42,1.61,9.9,8.12,7.76,1.98,51.43,High,Instagram Reels
20,4.85,10.9,5.94,3.82,8.84,65.61,Low,YouTube Shorts
40,4.81,9.03,4.55,7.57,6.76,69.4,Medium,Instagram Reels
22,1.12,2.6,8.95,7.86,6.81,49.13,High,TikTok
18,5.52,8.7,7.28,3.14,4.64,59.76,High,Instagram Reels
32,1.57,4.41,8.91,5.67,4.72,66.7,Low,Instagram Reels
42,3.87,5.15,6.42,5.68,3.73,55.71,Low,TikTok
25,5.92,3.96,5.98,8.84,4.91,61.23,Medium,TikTok
19,5.35,9.76,5.24,1.23,6.28,56.57,High,YouTube Shorts
29,5.76,8.49,8.92,3.85,2.68,76.77,Low,TikTok
42,2.38,8.12,5.27,8.94,3.36,74.72,High,TikTok
32,1.08,8.68,4.12,3.13,5.45,73.1,Medium,TikTok
16,1.54,4.37,6.56,2.23,4.46,45.8,Medium,TikTok
36,3.25,6.45,5.89,6.19,8.38,51.01,High,YouTube Shorts
25,4.86,8.33,5.31,3.75,8.4,46.65,Medium,TikTok
40,1.33,8.37,7.17,5.21,4.02,43.8,Low,Instagram Reels
39,4.13,9.92,5.82,8.38,5.06,54.81,Medium,Instagram Reels
27,2.28,4.87,6.01,5.69,9.79,51.67,Medium,TikTok
18,2.38,9.7,4.12,5.64,8.45,83.5,Low,Instagram Reels
36,4.14,6.4,6.95,3.5,2.94,81.75,Medium,YouTube Shorts
21,3.07,8.7,4.61,8.14,3.52,52.08,High,TikTok
43,4.97,6.56,5.07,7.66,1.75,49.93,Low,TikTok
25,1.36,11.49,7.59,3.11,7.1,48.69,Low,YouTube Shorts
36,4.84,3.79,5.57,3.88,3.85,59.2,High,TikTok
38,0.85,8.75,4.82,8.1,5.83,57.65,High,TikTok
18,1.57,7.77,6.89,4.22,7.91,41.71,Low,YouTube Shorts
42,4.11,3.73,5.07,4.63,8.52,74.07,High,Instagram Reels
29,5.2,2.66,5.35,4.28,3.93,93.88,Low,TikTok
15,1.89,9.99,7.11,2.45,3.14,72.33,Low,TikTok
37,2.3,3.57,7.7,4.07,8.64,43.83,Low,TikTok
17,3.45,3.87,7.7,8.23,4.43,75.97,Low,Instagram Reels
28,1.66,11.78,6.41,5.42,8.4,69.1,Low,YouTube Shorts
20,4.96,9.17,6.27,5.12,2.35,94.42,Low,YouTube Shorts
32,4.76,4.5,7.94,2.41,9.21,61.79,Low,TikTok
39,1.3,7.91,4.97,2.6,5.35,85.12,High,YouTube Shorts
15,3.05,7.34,4.76,1.39,2.53,42.31,High,Instagram Reels
20,4.76,10.44,7.32,1.13,5.82,83.29,High,Instagram Reels
20,2.36,9.29,6.05,5.39,8.83,42.49,Low,TikTok
35,3.98,10.32,7.55,4.68,4.5,60.68,High,YouTube Shorts
30,0.78,4.12,5.28,3.48,2.6,96.89,Medium,Instagram Reels
43,3.85,8.4,5.62,9.91,6.19,82.19,High,Instagram Reels
19,1.34,2.4,8.48,4.58,8.51,95.5,High,Instagram Reels
31,5.07,2.69,6.11,8.1,2.09,69.75,High,Instagram Reels
24,2.45,9.14,6.95,2.89,1.37,76.37,Low,YouTube Shorts
42,2.05,2.24,4.53,3.22,1.51,71.06,Medium,TikTok
35,5.12,7.8,4.89,6.12,3.07,68.73,Medium,YouTube Shorts
32,0.78,10.4,4.18,1.04,1.07,74.69,Medium,TikTok
21,2.68,5.8,6.12,1.16,4.86,42.33,Low,Instagram Reels
17,2.54,2.45,8.94,2.28,7.28,51.14,High,Instagram Reels
27,2.07,9.14,8.37,3.01,7.39,52.88,Low,Instagram Reels
29,5.51,11.3,7.16,5.75,6.73,62.97,Medium,TikTok
34,4.63,9.17,8.31,7.18,3.67,66.07,Low,YouTube Shorts
33,0.85,7.78,6.97,3.81,7.62,84.38,Medium,Instagram Reels
17,4.43,4.3,5.84,3.15,6.19,49.93,Medium,TikTok
18,3.4,2.15,4.87,8.41,8.75,74.19,Medium,Instagram Reels
19,5.45,8.95,7.27,2.46,5.3,56.34,Low,TikTok
15,2.22,4.31,4.97,7.1,2.62,70.94,High,YouTube Shorts
18,3.66,10.58,6.09,9.38,6.71,77.6,High,Instagram Reels
26,3.25,6.66,8.13,3.09,2.36,74.95,High,Instagram Reels
42,3.19,7.31,4.65,1.78,9.67,52.92,High,YouTube Shorts
41,3.01,9.54,4.65,9.82,7.33,82.57,High,Instagram Reels
38,1.63,9.79,5.12,3.44,7.81,79.23,Medium,YouTube Shorts
24,4.66,8.43,6.76,3.48,7.11,95.92,High,YouTube Shorts
37,2.98,11.38,5.26,5.35,1.88,78.05,Medium,Instagram Reels
39,5.77,11.82,6.52,3.08,5.19,83.22,High,TikTok
35,1.93,11.47,5.51,9.94,6.86,88.66,Low,YouTube Shorts
43,4.26,10.24,6.53,1.39,3.06,46.36,Low,Instagram Reels
40,5.67,9.06,5.39,5.06,7.12,81.78,Medium,YouTube Shorts
34,4.15,8.63,8.9,5.94,8.38,59.11,Medium,TikTok
38,5.29,3.04,6.46,5.2,3.47,89.39,Medium,TikTok
39,5.05,4.71,7.72,5.68,2.8,68.81,Medium,YouTube Shorts
27,2.48,2.06,7.5,9.89,8.95,74.84,High,TikTok
37,3.8,3.37,6.45,8.89,1.05,55.62,Medium,YouTube Shorts
28,1.36,6.39,5.19,3.78,3.3,79.03,Medium,TikTok
37,3.45,3.47,6.55,5.96,4.66,42.14,Low,Instagram Reels
19,1.77,11.02,7.4,1.0,7.05,84.91,High,TikTok
18,4.59,10.06,6.3,4.69,9.97,49.8,High,TikTok
28,3.4,2.72,4.41,2.47,4.34,53.65,High,YouTube Shorts
24,2.76,4.49,4.09,7.4,9.54,40.05,High,Instagram Reels
31,1.98,10.19,5.64,2.99,4.3,58.79,Low,Instagram Reels
24,5.99,10.03,4.75,7.74,7.26,63.29,Low,TikTok
40,0.89,11.45,8.53,3.82,2.49,54.04,Low,Instagram Reels
21,0.74,11.98,4.88,9.33,5.14,53.81,Low,Instagram Reels
30,1.69,11.76,5.97,5.01,8.84,93.58,High,TikTok
15,5.84,6.1,7.56,8.56,3.88,59.59,High,Instagram Reels
31,5.89,4.5,8.08,6.65,1.95,83.34,Low,TikTok
35,4.1,9.58,6.39,9.8,5.7,54.24,High,Instagram Reels
43,5.34,4.99,4.91,7.68,4.96,88.54,Low,Instagram Reels
23,1.68,10.06,5.35,7.55,3.07,80.66,Medium,Instagram Reels
20,5.85,7.34,6.09,3.38,9.15,85.37,Medium,YouTube Shorts
33,1.29,9.94,5.82,5.54,6.42,66.37,Low,TikTok
27,1.06,4.76,5.74,3.61,4.12,92.77,High,Instagram Reels
17,1.12,7.08,4.66,1.17,9.97,62.44,Medium,Instagram Reels
21,3.65,7.64,8.57,7.4,2.24,76.05,Medium,TikTok
36,4.8,11.43,4.15,3.12,8.63,78.4,Medium,TikTok
23,2.52,4.67,6.2,4.58,3.08,97.14,Low,TikTok
36,5.88,11.37,8.9,3.56,3.16,48.07,Medium,Instagram Reels
19,2.89,10.05,7.3,2.8,5.48,48.14,High,TikTok
24,1.33,9.31,5.78,1.6,6.96,67.72,Low,YouTube Shorts
37,3.06,9.87,4.73,4.04,7.21,95.07,Low,Instagram Reels
31,4.23,8.05,8.82,1.74,1.2,41.3,Medium,Instagram Reels
26,5.08,4.44,4.07,5.86,3.58,56.58,Medium,TikTok
37,3.02,3.89,7.41,1.18,6.95,57.02,Low,TikTok
30,3.76,10.66,8.4,9.46,9.01,58.3,High,YouTube Shorts
17,1.97,9.25,4.13,9.7,7.03,41.48,Low,YouTube Shorts
44,4.05,4.13,7.63,3.74,3.39,89.54,Low,Instagram Reels
39,5.92,8.15,8.99,3.34,5.57,40.53,Low,Instagram Reels
36,0.77,6.48,7.2,1.94,6.83,68.66,High,TikTok
23,5.38,3.59,6.07,9.14,2.22,43.38,Low,TikTok
43,3.59,7.32,8.37,6.28,5.9,87.92,Medium,YouTube Shorts
29,1.89,4.82,6.77,6.49,5.24,84.8,Medium,YouTube Shorts
19,5.75,2.96,7.75,9.06,4.03,83.29,High,YouTube Shorts
37,3.16,6.67,6.94,9.2,6.61,84.18,Medium,TikTok
27,2.32,7.9,4.19,8.46,6.73,96.41,High,YouTube Shorts
28,1.5,2.47,5.07,7.96,9.74,65.01,Medium,TikTok
34,1.84,6.02,4.39,8.9,4.85,91.69,Low,TikTok
29,5.08,4.58,4.53,8.88,5.78,51.05,High,YouTube Shorts
30,3.88,2.31,4.08,4.32,2.42,67.08,Medium,TikTok
37,5.52,3.26,6.11,9.76,5.94,40.53,Low,TikTok
27,1.78,3.39,4.89,7.38,1.32,57.05,High,TikTok
31,1.17,3.83,8.28,4.33,2.35,67.49,High,YouTube Shorts
37,0.53,10.03,7.75,4.98,2.54,94.56,Medium,TikTok
22,3.29,6.39,6.87,7.18,6.69,59.02,Medium,TikTok
35,5.99,3.47,6.45,4.25,6.11,80.34,Low,YouTube Shorts
16,4.32,3.0,5.28,8.44,8.18,90.04,High,TikTok
19,2.2,4.98,6.37,2.33,5.18,59.59,Low,YouTube Shorts
20,5.32,9.98,7.21,9.17,5.27,50.15,Low,YouTube Shorts
26,4.8,5.64,7.91,3.71,2.45,75.47,Medium,TikTok
32,0.58,3.6,4.41,2.37,7.68,57.06,Medium,TikTok
44,4.99,6.04,7.54,8.72,1.03,79.15,Medium,Instagram Reels
36,2.15,7.55,7.71,3.16,4.82,48.08,Medium,Instagram Reels
36,1.32,2.3,6.79,8.59,2.69,49.1,High,TikTok
15,1.74,8.28,5.07,3.67,7.94,80.56,Low,YouTube Shorts
44,3.08,5.95,6.7,9.4,7.06,98.41,High,YouTube Shorts
31,2.84,2.1,6.51,2.97,7.36,54.81,Low,Instagram Reels
44,2.09,8.74,6.38,1.63,2.34,82.83,High,YouTube Shorts
25,1.45,9.12,6.3,9.43,7.02,71.92,Low,Instagram Reels
24,4.69,8.29,4.55,2.49,7.22,90.63,High,YouTube Shorts
33,5.95,5.42,4.91,9.5,1.02,63.33,Medium,TikTok
28,4.78,7.3,4.49,8.42,3.86,98.3,Medium,YouTube Shorts
40,2.13,5.87,5.21,1.74,1.79,44.94,Low,YouTube Shorts
24,1.85,9.01,5.32,5.01,7.13,99.08,Low,YouTube Shorts
29,1.7,7.84,5.23,1.66,2.91,90.77,Low,Instagram Reels
42,1.25,2.82,5.05,3.97,3.38,91.99,Medium,Instagram Reels
33,3.53,8.43,7.68,4.16,1.7,90.54,Low,YouTube Shorts
18,3.83,8.87,8.09,6.4,5.35,91.71,Low,TikTok
16,4.38,5.71,5.64,9.78,1.3,88.91,Medium,TikTok
23,4.24,10.76,5.53,2.53,8.61,93.97,High,TikTok
24,2.11,10.43,8.22,3.96,1.24,67.65,Low,Instagram Reels
42,2.32,3.75,7.12,6.28,1.55,96.36,Low,TikTok
25,4.25,11.04,5.47,2.54,6.76,63.1,Low,Instagram Reels
28,2.42,6.41,7.57,7.4,9.25,83.71,Medium,YouTube Shorts
21,1.67,9.24,5.72,4.63,9.03,82.62,High,Instagram Reels
37,2.56,10.14,6.93,9.55,1.75,89.25,Medium,TikTok
29,2.0,7.05,8.96,6.67,3.6,84.3,Medium,YouTube Shorts
36,0.99,5.99,5.51,4.27,5.69,42.12,High,YouTube Shorts
33,5.07,11.15,8.65,7.48,1.24,84.35,Medium,YouTube Shorts
36,5.19,4.31,5.6,8.55,5.76,41.4,Low,YouTube Shorts
29,1.71,4.57,6.7,8.2,5.03,71.99,Low,TikTok
44,0.86,5.62,6.3,3.36,6.3,90.34,Medium,YouTube Shorts
42,4.56,10.59,7.92,4.75,9.28,89.77,High,Instagram Reels
38,1.66,11.39,4.31,5.07,3.47,90.48,Low,YouTube Shorts
