Name,Year_of_Release,Genre,Global_Sales,Critic_Score,User_Score,Rating,
No Fear Downhill Mountain Biking,1998,Sports,0.13,,,,
NCIS,2011,Adventure,0.13,,,T,
The IdolM@ster: One for All,2014,Misc,0.13,,,,
Fire ProWrestling,2001,Fighting,0.13,,,,
Eternal Poison (JP sales),2008,Role-Playing,0.13,,,,
Mission: Impossible - Operation Surma,2003,Platform,0.13,67,6.8,T,
Legendary,2008,Shooter,0.13,50,7.1,M,
Chuck E. Cheese's Game Room,2010,Misc,0.13,,,E,
MX 2002 Featuring Ricky Carmichael,2001,Racing,0.13,74,,E,
Romance of the Three Kingdoms IV: Wall of Fire,1995,Strategy,0.13,,,,
Illusion of Gaia,1993,Role-Playing,0.13,,,,
Batman: Arkham Knight,2015,Action,0.13,70,2.5,M,
Disney's Kim Possible: Kimmunicator,2005,Platform,0.13,61,7.5,E,
Mega Man Anniversary Collection,2005,Platform,0.13,80,9.2,E,
Sally's Salon,2008,Simulation,0.13,,,E,
Disruptor,1995,Shooter,0.13,,,,
Pro Evolution Soccer 2017,2016,Sports,0.13,,7.2,E,
Zoobles! Spring to Life!,2011,Misc,0.13,,,,
Diablo II,2000,Role-Playing,0.13,88,8.8,M,
Shrek Smash n' Crash Racing,2006,Racing,0.13,,3.1,E,
F1 2011,2011,Racing,0.13,66,6.2,E,
Drakengard 2,2005,Role-Playing,0.13,58,5.5,M,
Ben 10 Galactic Racing,2011,Racing,0.13,,,E,
Grand Knights History,2011,Role-Playing,0.13,,,,
Scene It? Bright Lights! Big Screen!,2009,Misc,0.13,,,,
Harvest Moon DS (jp sales),2005,Simulation,0.13,,,,
Castlevania: Legacy of Darkness,1999,Platform,0.13,,,,
Sin and Punishment,2000,Shooter,0.13,,,,
NBA Jam 2000,1999,Sports,0.13,,,,
Sonic Riders,2006,Racing,0.13,56,8.1,E,
Shrek Super Party,2002,Misc,0.13,33,8,E,
Venetica,2010,Role-Playing,0.13,42,7.3,T,
Rally Fusion: Race of Champions,2002,Racing,0.13,73,,E,
The House of the Dead,1997,Shooter,0.13,,,,
Transformers: Prime,2012,Action,0.13,,,,
Persona 4: Arena,2012,Fighting,0.13,83,7.3,T,
Street Fighter IV,N/A,Fighting,0.13,91,8,T,
Cabela's Alaskan Adventure,2006,Sports,0.13,48,5.6,T,
RealSports Volleyball,1981,Sports,0.13,,,,
Heroes of the Pacific,2005,Simulation,0.13,76,8.2,T,
RollerCoaster Tycoon,2003,Strategy,0.13,62,8.3,E,
NightCaster,2002,Action,0.13,61,5.7,T,
FIFA World Cup Germany 2006,2006,Sports,0.13,76,6.2,E,
Space Camp,2009,Action,0.13,,6.2,E,
Hitman 2: Silent Assassin,2003,Action,0.13,83,5.5,M,
Lovely Lisa and Friends,2010,Simulation,0.13,,,,
Digimon Racing,2004,Racing,0.13,62,,E,
All Star Cheer Squad 2,2009,Sports,0.13,,,E,
Ape Escape 3,2005,Platform,0.13,77,8.5,E10+,
"Crouching Tiger, Hidden Dragon",2003,Action,0.13,48,3.7,T,
Final Fantasy XIV: Heavensward,2015,Action,0.13,86,7.6,T,
Last Bronx,1996,Fighting,0.13,,,,
Secret Agent Clank,2008,Platform,0.13,72,7.8,E10+,
Barbie and the Three Musketeers,2009,Adventure,0.13,,,E,
Science Papa,2009,Misc,0.13,,,E,
Momotaro Douchuuki,1997,Misc,0.13,,,,
Iridion II,2003,Shooter,0.13,78,,E,
Whiplash,2003,Racing,0.13,66,8.7,T,
007: Quantum of Solace,2008,Action,0.13,65,,T,
Family Fortunes,2009,Misc,0.13,,,,
Borderlands: Double Game Add-On Pack,2010,Shooter,0.13,,,M,
Farming Simulator 2011,2010,Simulation,0.13,,7,E,
Watch Dogs,2014,Action,0.13,62,6.4,M,
BlazBlue: Continuum Shift II,2011,Fighting,0.13,77,6.8,T,
Summon Night: Twin Age,2007,Role-Playing,0.13,73,7.2,E10+,
Spider-Man: Battle for New York,2006,Platform,0.13,68,6.9,E10+,
Pop'n Music Portable,2010,Misc,0.13,,,,
Nintendo Puzzle Collection,N/A,Puzzle,0.13,,,,
Destroy All Humans! Path of the Furon,2008,Action,0.13,,,,
Army Men: Soldiers of Misfortune,2008,Shooter,0.13,,2.5,E,
Game Party: Champions,2012,Action,0.13,24,3.5,E,
Otogi: Myth of Demons,2002,Action,0.13,80,8.5,T,
Margot's Word Brain,2008,Puzzle,0.13,,,E10+,
Peppa Pig: Fun and Games,2010,Misc,0.13,,,,
Dreamworks 2-in-1 Party Pack,2010,Misc,0.13,,,E,
Alter Echo,2003,Shooter,0.13,62,7,T,
Walt Disney Pictures Presents: The Wild,2006,Platform,0.13,,,,
Green Lantern: Rise of the Manhunters,2011,Action,0.13,42,3.9,E10+,
Puzzle de Harvest Moon,2007,Puzzle,0.13,41,6.3,E,
Metal Max 3,2010,Role-Playing,0.13,,,,
Rock Band Track Pack Volume 1,2008,Misc,0.13,,,T,
Puyo Puyo!! 20th Anniversary,2011,Puzzle,0.13,,,,
My Baby: First Steps,2009,Simulation,0.13,,,E,
Namco Soccer Prime Goal,1995,Sports,0.13,,,,
NBA 08,2007,Sports,0.13,59,,E,
Monster Hunter Frontier Online,2010,Role-Playing,0.13,,,,
Shin Megami Tensei: Digital Devil Saga,2004,Role-Playing,0.13,78,8.2,M,
Deception IV: Blood Ties,2014,Action,0.13,67,7.5,M,
Rango: The Video Game,2011,Action,0.13,68,8,E10+,
Assassination Classroom: Grand Siege on Kuro-sensei,2015,Action,0.13,,,,
Megamind: The Blue Defender,2010,Adventure,0.13,,,E10+,
Puppies 3D,2011,Misc,0.13,,,E,
Cars 2,2011,Racing,0.13,,,,
The Stronghold Collection,2009,Strategy,0.13,,,T,
Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,2005,Misc,0.13,,,,
Mystic Ark,1995,Role-Playing,0.13,,,,
One Piece: Unlimited World Red,2014,Action,0.13,67,7.8,T,
The Price is Right 2010 Edition,2009,Misc,0.13,,,E,
Cabela's Dangerous Hunts 2009,2008,Sports,0.13,39,1.8,T,
Ty the Tasmanian Tiger 2: Bush Rescue,2004,Platform,0.13,63,,E,
Teenage Mutant Ninja Turtles 2: Battle Nexus,2004,Action,0.13,48,5.6,T,
Tom Clancy's Splinter Cell: Double Agent,2006,Action,0.13,61,7.4,M,
LEGO Racers 2,2001,Racing,0.13,58,,E,
Eat Lead: The Return of Matt Hazard,2009,Shooter,0.13,51,6.5,T,
Yu-Gi-Oh! Nightmare Troubadour (JP sales),2005,Action,0.13,,,,
Backyard Baseball,2003,Sports,0.13,70,9.4,E,
Star Wars: Lethal Alliance,2006,Action,0.13,61,7,T,
Naruto Shippuden: Kizuna Drive,2010,Action,0.13,57,5,T,
Under Night In-Birth,2014,Fighting,0.13,,,,
Sega GT,2000,Racing,0.13,84,7.7,E,
Steel Battalion: Heavy Armor,2012,Misc,0.13,38,2.4,M,
Green Lantern: Rise of the Manhunters,2011,Action,0.13,59,7.2,T,
Legends of Wrestling,2002,Fighting,0.13,50,6.8,T,
Fit in Six,2011,Sports,0.13,,7,E,
Gunstar Heroes,1992,Shooter,0.13,,,,
All-Star Baseball 2004,2003,Sports,0.13,74,8.4,E,
Tamagotchi no Pichi Pichi Omisecchi,2010,Action,0.13,,,,
Shining Wind,2007,Role-Playing,0.13,,,,
Rock Band Track Pack Volume 2,2008,Misc,0.13,,,T,
Dokapon Kingdom,2008,Role-Playing,0.13,73,8.3,E10+,
Onechanbara: Bikini Samurai Squad,2006,Action,0.13,39,6.4,M,
Portal Runner,2001,Platform,0.13,53,6.7,E,
Pokémon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,2004,Misc,0.13,,,,
Warriors Orochi 2,2008,Action,0.13,52,8.5,T,
Hyperdevotion Noire: Goddess Black Heart,2014,Role-Playing,0.13,68,7.1,T,
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,2005,Platform,0.13,,,E,
Assault: Retribution,1998,Action,0.13,,,,
Sengoku Basara 3 Utage,2011,Action,0.13,,,,
Spartan: Total Warrior,2005,Action,0.13,73,8.8,M,
City Crisis,2001,Simulation,0.13,63,6.2,E,
Zapper: One Wicked Cricket!,2002,Platform,0.13,,,,
Smart Boy's Gameroom,2007,Misc,0.13,,,E,
Victorious: Time to Shine,2011,Action,0.13,,6.5,E,
Star Wars: Clone Wars,2003,Shooter,0.13,,,,
High Rollers Casino,2004,Misc,0.13,,7.8,E,
Advent Rising,2005,Action,0.13,68,7.5,T,
Surf Riders,1999,Sports,0.13,64,,E,
Torino 2006,2006,Sports,0.13,,,,
Nobunaga no Yabou: Ranseiki,2002,Strategy,0.13,,,,
Derby Stallion Advance,2002,Sports,0.13,,,,
The X-Factor,2010,Misc,0.13,,,,
Monopoly Party,2002,Misc,0.13,,,,
Snood,2001,Puzzle,0.13,68,,E,
TOCA Race Driver 2: Ultimate Racing Simulator,2004,Racing,0.13,,,,
Monster Jam: Urban Assault,2008,Racing,0.13,,,E,
DT Racer,2005,Racing,0.13,,3.8,E,
Soccer Tsuku: Pro Soccer Club o Tsukurou!,2013,Sports,0.13,,,,
World Cup Golf: Professional Edition,1995,Sports,0.13,,,,
NBA 2K13,2012,Sports,0.13,85,7,E,
Black Dawn,1996,Simulation,0.13,,,,
428: Fuusa Sareta Shibuya de,2008,Adventure,0.13,,,,
7 Wonders of the Ancient World,2007,Puzzle,0.13,60,8.3,E,
Kelly Slater's Pro Surfer,2002,Sports,0.13,72,,E,
Top Shot Arcade,2011,Shooter,0.13,,,T,
Warriors of Might and Magic,2001,Adventure,0.13,,,,
Twister Mania,2011,Misc,0.13,,,E,
Drome Racers,2002,Racing,0.13,57,,E,
Gungnir: Mayari no Gunshin to Eiyuu Sensou,2011,Role-Playing,0.13,,,,
X-Men: Next Dimension,2002,Fighting,0.13,63,8.2,T,
Dynasty Warriors 5 Empires,2006,Action,0.13,61,8.2,T,
Fuse (Insomniac),2013,Shooter,0.13,,,,
WipeOut 3 The Game,2012,Action,0.13,,,,
7th Dragon 2020-II,2013,Role-Playing,0.13,,,,
Doukyuusei 2,1997,Role-Playing,0.13,,,,
Aikatsu! 365 Idol Days,2014,Adventure,0.13,,,,
SkullMonkeys,1998,Platform,0.13,,,,
Burnout,2002,Racing,0.13,75,6.6,E,
Baroque,2007,Role-Playing,0.13,60,8.8,T,
SBK 2011: FIM Superbike World Championship,2011,Racing,0.13,,,,
Jurassic: The Hunted,2009,Shooter,0.13,60,7.2,T,
Dynasty Warriors: Gundam Reborn,2013,Action,0.13,,,,
Little Battlers eXperience: Wars,2013,Strategy,0.13,,,,
DreamWorks Super Star Kartz,2011,Racing,0.13,,,E,
Hour of Victory,2007,Shooter,0.13,37,3,T,
Indianapolis 500 Legends,2007,Racing,0.13,47,6.7,E,
NBA Ballers: Phenom,2006,Sports,0.13,70,,E,
Shimano Xtreme Fishing,2009,Sports,0.13,,,T,
Crash Tag Team Racing,2005,Racing,0.13,69,7.8,E10+,
Freedom Fighters,2003,Shooter,0.13,83,7.8,T,
Yu-Gi-Oh! GX: Tag Force,2006,Strategy,0.13,,,,
NBA 2K17,2016,Sports,0.13,,2,E,
Mega Man X Collection,2006,Misc,0.13,75,9.2,E,
Left Brain Right Brain 2,2008,Misc,0.13,51,,E,
Detana TwinBee Yahho! Deluxe Pack,1995,Shooter,0.13,,,,
Last Ranker,2010,Role-Playing,0.13,,,,
Quantum Redshift,2002,Racing,0.13,70,8.1,T,
The History Channel: Great Battles - Medieval,2010,Strategy,0.13,,,,
Smash Court Tennis Pro Tournament 2,2004,Sports,0.13,74,9.1,E,
Brothers in Arms: Double Time,2008,Shooter,0.13,45,6.6,M,
Legends of Wrestling II,2002,Fighting,0.13,62,,T,
Power Pro Kun Pocket 13,2010,Sports,0.13,,,,
Armed and Dangerous,2003,Shooter,0.13,79,7.2,T,
Football Manager 2012,2011,Sports,0.13,,,,
Project CARS,2015,Racing,0.13,83,7.1,E,
Teenage Mutant Ninja Turtles: Arcade Attack,2009,Action,0.13,36,4.8,E10+,
World Soccer Winning Eleven 2002,2002,Sports,0.13,,,,
Actua Tennis,1997,Sports,0.13,,,,
Monster Truck Madness,2003,Racing,0.12,75,,E,
Resident Evil,2006,Action,0.12,,,,
Sonic Jam,1997,Platform,0.12,,,,
Puella Magi Madoka Magica Portable,2012,Role-Playing,0.12,,,,
Peter Jacobsen's Golden Tee Golf,2000,Sports,0.12,,,,
Space Bust-A-Move,2008,Puzzle,0.12,71,,E,
Avatar: The Last Airbender - Into the Inferno,2008,Adventure,0.12,,,,
Deadpool,2015,Action,0.12,,5.7,M,
Disney's Atlantis: The Lost Empire,2001,Platform,0.12,,,E,
Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,1998,Sports,0.12,,,,
Just Cause 2,2010,Action,0.12,84,7.7,M,
Crush3D,2012,Platform,0.12,71,7.4,E10+,
LEGO Marvel's Avengers,2016,Action,0.12,,6.6,E10+,
High Velocity: Mountain Racing Challenge,1995,Racing,0.12,,,,
NeverDead,2012,Shooter,0.12,50,4.7,M,
Capcom vs. SNK 2: Millionaire Fighting 2001,2001,Fighting,0.12,,,,
Criticom,1996,Fighting,0.12,,,,
Mega Man X: Command Mission,2004,Role-Playing,0.12,67,7.3,E,
Charm Girls Club: My Fashion Mall,N/A,Simulation,0.12,,,E,
SCORE International Baja 1000: The Official Game,2008,Racing,0.12,,,,
Deepak Chopra's Leela,2011,Misc,0.12,,,E,
Need for Speed: ProStreet,2007,Racing,0.12,74,7.4,E,
DiRT Rally,2016,Racing,0.12,86,8,E,
NHL 2K7,2006,Sports,0.12,79,6.6,E10+,
Go Play: Circus Star,2009,Action,0.12,,,E10+,
Worms 3D,2003,Strategy,0.12,70,7.8,T,
Gladiator Begins,2010,Action,0.12,59,8,M,
Clock Tower: The First Fear,1997,Adventure,0.12,,,,
Sleeping Dogs,2012,Action,0.12,81,8.2,M,
Kidou Senshi Gundam Seed Battle Destiny,2012,Action,0.12,,,,
Diner Dash: Sizzle & Serve,2007,Puzzle,0.12,,,,
Impossible Mission,2007,Platform,0.12,61,4.8,E,
"Kilari: Na-san, Mon Meilleur Ami",2006,Simulation,0.12,,,,
Strikers 1945,1998,Shooter,0.12,63,8.2,E,
Ochaken no Heya DS,2006,Simulation,0.12,,,,
Fire ProWrestling S: 6Men Scramble,1996,Fighting,0.12,,,,
Galidor: Defenders of the Outer Dimension,2002,Action,0.12,53,,E,
Pryzm Chapter One: The Dark Unicorn,2002,Adventure,0.12,59,5.2,T,
Gundam Battle Royale,2006,Action,0.12,,,,
F1 2016 (Codemasters),2016,Racing,0.12,,,,
Eat Lead: The Return of Matt Hazard,2009,Shooter,0.12,53,7,T,
Karaoke Revolution,2009,Misc,0.12,62,,T,
Zen-Nippon Pro Wrestling: Ouja no Kon,1999,Fighting,0.12,,,,
NASCAR 2005: Chase for the Cup,2004,Racing,0.12,,,,
Are You Smarter than a 5th Grader? Game Time,2009,Puzzle,0.12,,1.3,E,
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi",2008,Misc,0.12,,,,
Guilty Gear X,2001,Fighting,0.12,79,7.8,T,
Obscure: The Aftermath,2008,Action,0.12,53,8.1,M,
One Piece: Pirate Warriors 2,2013,Action,0.12,,,,
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,2014,Misc,0.12,,,,
NHL 2002,2002,Sports,0.12,,,E,
Mugen no Frontier: Super Robot Taisen OG Saga EXCEED,2010,Role-Playing,0.12,,,,
Etrian Odyssey V,2016,Role-Playing,0.12,,,,
Disney's PK: Out of the Shadows,2002,Platform,0.12,49,5,E,
Wild Earth: African Safari,2008,Simulation,0.12,60,,E,
Echo Night,1998,Adventure,0.12,,,,
Wild ARMs 5 (jp sales),2006,Role-Playing,0.12,,,,
Record of Agarest War Zero,N/A,Strategy,0.12,50,6.7,T,
Colony Wars III: Red Sun,2000,Simulation,0.12,,,,
Magic: The Gathering - Battlemage,1997,Strategy,0.12,,,,
Rocksmith,N/A,Misc,0.12,78,8.1,T,
Backyard Baseball '09,2008,Sports,0.12,,,E,
James Bond 007: Legends,2012,Shooter,0.12,,,,
Conception II: Children of the Seven Stars,2013,Role-Playing,0.12,62,7.7,M,
The King of Fighters '94,1994,Fighting,0.12,,,,
DS Yamamura Misa Suspense: Maiko Kogiku - Kisha Katherine - Sougiya Isa Akashi - Koto ni Maru Hana Sanrin: Kyoto Satujin Jinken File,2008,Adventure,0.12,,,,
All Kamen Rider: Rider Generation,2011,Action,0.12,,,,
The King of Fighters '98 Ultimate Match,2008,Fighting,0.12,,,,
Reader Rabbit Kindergarten,2010,Misc,0.12,,,E,
Puzzle Quest: Challenge of the Warlords,2007,Puzzle,0.12,78,7,E10+,
Chessmaster: The Art of Learning,2008,Misc,0.12,64,8.4,E,
Guardian's Crusade,1998,Role-Playing,0.12,,,,
MotoGP 3 - Official Game of MotoGP,2003,Racing,0.12,,,,
Lego Star Wars: The Force Awakens,2016,Action,0.12,,7.8,E10+,
Makai Kingdom: Chronicles of the Sacred Tome,2005,Role-Playing,0.12,77,7.3,T,
Lemony Snicket's A Series of Unfortunate Events,2004,Platform,0.12,70,7.2,E,
Gundam Breaker 3,2016,Action,0.12,,,,
Neopets Petpet Adventures: The Wand of Wishing,2006,Adventure,0.12,66,7.7,E,
The Ant Bully,2006,Platform,0.12,51,,E10+,
M&M's Kart Racing,2008,Racing,0.12,,,,
Bomberman Party Edition,1998,Puzzle,0.12,79,8.3,E,
Ice Age: Dawn of the Dinosaurs,2009,Action,0.12,68,7.5,E10+,
SingStar Vol. 3,2008,Misc,0.12,,,,
Star Trek: Conquest,2007,Strategy,0.12,49,4.9,E,
My Fitness Coach: Club,2011,Sports,0.12,,,,
Major League Baseball 2K8 Fantasy All-Stars,2008,Sports,0.12,59,7,E,
Eyeshield 21: Max Devil Power,2006,Role-Playing,0.12,,,,
Summon Night 3,2012,Role-Playing,0.12,,,,
O.D.T.: Escape... Or Die Trying,1997,Adventure,0.12,,,,
Madden NFL 06,2005,Sports,0.12,66,6.3,E,
Rango: The Video Game,2011,Action,0.12,52,,E10+,
Break 'Em All,2005,Puzzle,0.12,68,,E,
Super Robot Wars OG Saga: Masou Kishin II - Revelation of Evil God,N/A,Strategy,0.12,,,,
Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable,2007,Shooter,0.12,,,,
San Goku Shi V,1996,Strategy,0.12,,,,
Red Faction II,2003,Shooter,0.12,74,5.8,M,
Go! Sudoku,2005,Puzzle,0.12,,,,
Daikaijyuu Monogatari II,1996,Role-Playing,0.12,,,,
Rock Band Track Pack Volume 2,2008,Misc,0.12,,,T,
Voodoo Vince,2003,Platform,0.12,73,8.4,T,
Disney Sing It: Party Hits,2010,Misc,0.12,,,E,
Gundam Memories: Tatakai no Kioku,2011,Action,0.12,,,,
Everybody Dance,2011,Misc,0.12,66,6.8,T,
Kaijuu Busters,2009,Action,0.12,,,,
Blackwater,2011,Shooter,0.12,37,4.5,T,
Tom Clancy's Ghost Recon,2010,Shooter,0.12,46,6.8,T,
Ferrari Challenge Trofeo Pirelli,2008,Racing,0.12,,7,E,
Moshi Monsters: Katsuma Unleashed,2013,Action,0.12,,,E,
Virtua Fighter CG Portrait Series Vol.4: Pai Chan,1995,Misc,0.12,,,,
Chase: Hollywood Stunt Driver,2002,Racing,0.12,60,7.4,T,
Mobile Suit Gundam Side Story: Missing Link,2014,Action,0.12,,,,
Thor: God of Thunder,2011,Action,0.12,64,7.2,E10+,
The X Files: Resist or Serve,2004,Adventure,0.12,67,8.4,M,
Touch My Katamari ,2011,Puzzle,0.12,69,7.4,E10+,
PixelJunk Monsters Deluxe,2010,Strategy,0.12,86,7.9,E,
Saru! Get You! Million Monkeys,N/A,Platform,0.12,,,,
Legend of the Guardians: The Owls of Ga'Hoole,2010,Action,0.12,33,,E10+,
Ben 10 Galactic Racing,2011,Racing,0.12,,,E,
Curious George,2006,Action,0.12,53,7.7,E,
Killer is Dead,2013,Action,0.12,64,7.2,M,
Don Bradman Cricket 14,2015,Sports,0.12,76,7.4,E,
Megamind: Ultimate Showdown,2010,Action,0.12,33,4.3,E10+,
Zathura,2005,Adventure,0.12,43,2,E10+,
Medarot DS: Kabuto / Kuwagata Ver.,2010,Role-Playing,0.12,,,,
Atelier Sophie: The Alchemist of the Mysterious Book,2015,Role-Playing,0.12,75,8.1,,
Mytran Wars,2009,Strategy,0.12,68,8.8,T,
Making History: The Great War,2010,Strategy,0.12,,,,
NCIS,2011,Adventure,0.12,50,4,T,
Undead Knights,2009,Action,0.12,63,8,M,
Ninja Reflex,2008,Action,0.12,49,6,E10+,
Cel Damage,2001,Racing,0.12,65,8.4,T,
Lovely Lisa,2007,Simulation,0.12,,,E,
Dance Paradise,2010,Misc,0.12,59,,T,
SSX 3,2003,Sports,0.12,63,,E,
Sword Art Online: Hollow Fragment,2015,Role-Playing,0.12,,,,
Supremacy MMA,2011,Fighting,0.12,47,6.5,M,
Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B,2007,Misc,0.12,,,,
The God of War Trilogy,2010,Action,0.12,,,,
Lunar: Dragon Song,2005,Role-Playing,0.12,59,6.2,E10+,
Breakdown,2004,Adventure,0.12,71,8.2,M,
Rush,2006,Racing,0.12,55,,T,
Ecco the Dolphin,1992,Adventure,0.12,,,,
Solitaire & Mahjong,2009,Puzzle,0.12,,,,
Venetica,2010,Role-Playing,0.12,47,6.5,T,
Looney Tunes: Sheep Raider,2001,Platform,0.12,72,8.8,E,
Horse Life,2007,Simulation,0.12,68,,E,
Geometry Wars: Galaxies,2007,Shooter,0.12,80,8.2,E,
Robinson: The Journey,2016,Action,0.12,65,6.9,,
Conduit 2,2011,Shooter,0.12,64,7.6,T,
Harvest Moon 2 GBC,1999,Simulation,0.12,,,,
Zenses: Rainforest,2008,Puzzle,0.12,59,,E,
Backyard Baseball '10,2009,Sports,0.12,,,E,
Rise of the Tomb Raider,2016,Adventure,0.12,86,7.9,M,
The Lord of the Rings: Aragorn's Quest,2010,Action,0.12,,,E10+,
X2: Wolverine's Revenge,2003,Platform,0.12,62,6.6,T,
Cabela's Dangerous Hunts 2011,2010,Sports,0.12,,,T,
Hatsune Miku: Project Diva X,2016,Misc,0.12,83,8,T,
Deadliest Catch: Sea of Chaos,2010,Sports,0.12,,,E10+,
McDROID,2011,Strategy,0.12,,,,
Destiny: The Collection,2016,Shooter,0.12,,,T,
Lego Star Wars: The Force Awakens,2016,Action,0.12,,6.9,E10+,
Gallop Racer 2000,2000,Sports,0.12,,,,
Showdown: Legends of Wrestling,2004,Fighting,0.12,57,,T,
Godzilla Unleashed: Double Smash,2007,Action,0.12,28,4.9,E,
My Farm Around the World,2008,Simulation,0.12,,,E,
Macross Triangle Frontier,2011,Action,0.12,,,,
SpongeBob's Surf & Skate Roadtrip,2011,Action,0.12,,,,
Farming Simulator 17,2016,Simulation,0.12,65,,E,
Dishonored 2,2016,Action,0.12,86,6,M,
NASCAR Unleashed,2011,Racing,0.12,,,E,
The Smurfs 2,2013,Platform,0.12,,5.4,E,
Street Hoops,N/A,Sports,0.12,56,7.3,T,
Backyard Sports Football: Rookie Rush,2010,Sports,0.12,,,,
Transformers: War for Cybertron -- Decepticons,2010,Action,0.12,,,,
Rocket: Robot on Wheels,1999,Platform,0.12,,,,
Densha De Go! 64,1999,Simulation,0.12,,,,
NFL QB Club 2001,2000,Sports,0.12,,,,
Earthworm Jim 3D,1999,Platform,0.12,,,,
NPPL: Championship Paintball 2009,2008,Shooter,0.12,44,7.3,E10+,
Shin Megami Tensei: Devil Survivor 2,2015,Role-Playing,0.12,,,,
Atelier Annie: Alchemists of Sera Island,2009,Role-Playing,0.12,70,6.7,E10+,
WRC: FIA World Rally Championship,N/A,Racing,0.12,66,6,E10+,
PBR: Out of the Chute,2008,Sports,0.12,,,,
WWE SmackDown vs Raw 2008,2007,Fighting,0.12,61,6.6,T,
Godzilla: Destroy All Monsters Melee,N/A,Fighting,0.12,71,6.8,T,
College Hoops 2K6,2006,Sports,0.12,70,7.3,E,
Sega Soccer Slam,2002,Sports,0.12,66,,E,
Dragon Quest Builders: Revive Alefgard,2016,Role-Playing,0.12,,,,
Dora the Explorer: Dora Saves the Mermaids,2008,Platform,0.12,,,E,
2 Games in 1 Double Pack: Hot Wheels Velocity X / Hot Wheels World Race,2005,Racing,0.12,,,,
DiRT 2,2009,Racing,0.12,73,,E,
Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny,2011,Fighting,0.12,,,,
Dodge Racing: Charger vs Challenger,2009,Racing,0.12,,,E,
Fate/Extra CCC,2013,Action,0.12,,,,
Greg Hastings Paintball 2,2010,Shooter,0.12,,,E10+,
Fat Princess: Fistful of Cake,2010,Action,0.12,74,8.7,T,
MTV Sports: Pure Ride,2000,Sports,0.12,70,,,
Burning Road,1996,Racing,0.12,,,,
Sonic Adventure 2,2001,Platform,0.12,89,8.6,E,
IndyCar Series,2003,Racing,0.12,69,,E,
Slayers,1994,Role-Playing,0.12,,,,
Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental,2010,Strategy,0.12,,,,
Space Chimps,2008,Platform,0.12,,6.6,E10+,
Backyard Sports Football: Rookie Rush,2010,Sports,0.12,,,,
Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,2005,Misc,0.12,,,,
Famicom Mini: TwinBee,2004,Shooter,0.12,,,,
Tony Hawk's Pro Skater 5,2015,Sports,0.12,39,2.1,T,
Gladiator: Sword of Vengeance,2003,Action,0.12,65,5.8,M,
Rodea the Sky Soldier,2015,Action,0.12,45,6.5,E10+,
The Daring Game for Girls,N/A,Adventure,0.12,,,E,
Yakuza Kiwami,2016,Adventure,0.12,,,,
DreamWorks Super Star Kartz,2011,Racing,0.12,,,E,
Pinball Hall of Fame: The Williams Collection,2009,Misc,0.12,83,8.3,E10+,
Ultimate Card Games,2003,Misc,0.12,87,,E,
Jikkyou Powerful Pro Yakyuu 8 Ketteiban,2001,Sports,0.12,,,,
NBA 2K17,2016,Sports,0.12,,3.4,E,
Academy of Champions: Soccer,2009,Sports,0.12,64,6.8,E,
Overlord: Raising Hell,2008,Action,0.12,72,7.7,T,
Wallace & Gromit: Curse of the Were-Rabbit,2005,Adventure,0.12,,,,
Power Gig: Rise of the SixString,2010,Misc,0.12,36,2.1,T,
Mountain Sports,2009,Sports,0.12,,,E,
Puzzle Kingdoms,2009,Puzzle,0.12,63,,E,
Skylanders: SuperChargers,2015,Action,0.12,,,E10+,
Monster Jam: Path of Destruction,2010,Racing,0.12,,5,E,
The Bible Game,2005,Misc,0.12,,,E,
NFL Head Coach,2006,Sports,0.12,69,7.1,E,
Just Dance: Disney Party,2012,Misc,0.12,,,E,
Medarot 4: Kabuto / Kuwagata Version,2001,Role-Playing,0.12,,,,
Deca Sports Extreme,2011,Sports,0.12,52,,E,
Kidz Sports: Crazy Golf,2008,Sports,0.12,,3.4,E,
Major League Baseball 2K6,N/A,Sports,0.12,69,,E,
Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces,2010,Shooter,0.12,,,,
Deepak Chopra's Leela,2011,Misc,0.12,,3.5,E,
"Ed, Edd n Eddy: The Mis-Edventures",2005,Platform,0.12,,,E,
Onimusha: Blade Warriors,2003,Fighting,0.12,65,6.9,T,
One Piece: Super Grand Battle! X,2014,Fighting,0.12,,,,
Disney's Extreme Skate Adventure,2003,Sports,0.12,76,7.6,E,
Akuji the Heartless,1998,Platform,0.12,,,,
NBA 2K2,2002,Sports,0.12,90,8,E,
Akiba's Trip: Undead & Undressed,2014,Action,0.12,,,,
Psychonauts,2005,Platform,0.12,88,9,T,
Tales of Berseria,2016,Role-Playing,0.12,,,,
